,etablissement,filiere_agregee,zone,statut_simplifie,region
373,EiSINe - Charleville-Mézières,Autre formation,Province,Public,Grand Est
374,Université d'Evry Val d'Essonne,Licence,Ile-de-France,Public,Ile-de-France
376,Université de Lille,Licence,Province,Public,Hauts-de-France
377,Lycée professionnel Madeleine Vionnet,BTS,Ile-de-France,Public,Ile-de-France
378,Université du littoral - Site de Boulogne-sur-Mer,Licence,Province,Public,Hauts-de-France
379,LPO Nelson Mandela,BTS,Outre-mer / Etranger,Public,La Réunion
380,Lycée professionnel Agricole Cluny Ste-Suzanne,BTS,Outre-mer / Etranger,Privé,La Réunion
381,LPO LYCEE DES METIERS ALGOUD - LAFFEMAS,BTS,Province,Public,Auvergne-Rhône-Alpes
382,Lycée Pierre Mendès France,Autre formation,Province,Public,Provence Alpes Côte d'Azur
383,Lycée Jean Rostand,BTS,Ile-de-France,Public,Ile-de-France
384,Lycée professionnel Alpes et Durance Lycée des Métiers pluri-actifs du bois et de l'habitat en montagne,BTS,Province,Public,Provence Alpes Côte d'Azur
385,Lycée François Bazin,BTS,Province,Public,Grand Est
386,Université Savoie Mont Blanc - Bourget-du-Lac,Licence,Province,Public,Auvergne-Rhône-Alpes
387,IMEA Besançon,Autre formation,Province,Privé,Bourgogne-Franche-Comté
388,Lycée Cité scolaire du nord,BTS,Outre-mer / Etranger,Public,Mayotte
389,Université d'Evry Val d'Essonne,Licence,Ile-de-France,Public,Ile-de-France
390,Université de Caen Normandie,Licence,Province,Public,Normandie
391,Université Paul Valery - Montpellier 3,Licence,Province,Public,Occitanie
392,Lycée de Borda,BTS,Province,Public,Nouvelle-Aquitaine
393,Université Lumière-Lyon 2,Licence,Province,Public,Auvergne-Rhône-Alpes
394,Lycée professionnel de Faaa,BTS,Outre-mer / Etranger,Public,Polynésie française
395,Lycée Les Perseverants,BTS,Outre-mer / Etranger,Privé,Guadeloupe
396,Lycée Jacques Feyder,BTS,Ile-de-France,Public,Ile-de-France
397,I.U.T de Béziers,DUT,Province,Public,Occitanie
398,Lycée Rene Char,BTS,Province,Public,Provence Alpes Côte d'Azur
399,Université de Montpellier,Licence,Province,Public,Occitanie
400,CNED,BTS,Province,Public,Auvergne-Rhône-Alpes
401,Lycée du Coudon,BTS,Province,Public,Provence Alpes Côte d'Azur
402,Université Paris Nanterre,Licence,Ile-de-France,Public,Ile-de-France
403,Université de Poitiers,Autre formation,Province,Public,Nouvelle-Aquitaine
404,Université de Brest,Licence,Province,Public,Bretagne
405,Université de Strasbourg,Licence,Province,Public,Grand Est
406,Université de Montpellier,Autre formation,Province,Public,Occitanie
407,Université de Tours,Licence,Province,Public,Centre-Val de Loire
408,Lycée Claude Nicolas Ledoux,Autre formation,Province,Public,Bourgogne-Franche-Comté
409,Université de Lille,Autre formation,Province,Public,Hauts-de-France
410,Lycée Des Arènes,Autre formation,Province,Public,Occitanie
411,Lycée Raymond Loewy,Autre formation,Province,Public,Nouvelle-Aquitaine
412,Lycée Claude-Nicolas LEDOUX / EBTP,Autre formation,Ile-de-France,Privé,Ile-de-France
413,Lycée Jean-Pierre Vernant,Autre formation,Ile-de-France,Public,Ile-de-France
414,Lycée Des Arènes,Autre formation,Province,Public,Occitanie
415,Lycée professionnel de l'Ameublement,Autre formation,Province,Public,Occitanie
416,Université Paris 13,Licence,Ile-de-France,Public,Ile-de-France
417,Lycée professionnel Vue Belle,Autre formation,Outre-mer / Etranger,Public,La Réunion
418,Lycée Notre Dame De La Paix,BTS,Province,Privé,Bretagne
419,Lycée Les Perseverants,BTS,Outre-mer / Etranger,Privé,Guadeloupe
420,Lycée Bel Air,BTS,Outre-mer / Etranger,Privé,Guadeloupe
425,Université de Bordeaux - Bordeaux Métropole,Licence,Province,Public,Nouvelle-Aquitaine
426,Université Côte d'Azur,Licence,Province,Public,Provence Alpes Côte d'Azur
427,Université de Poitiers,Autre formation,Province,Public,Nouvelle-Aquitaine
428,ESIEA Paris,Ecole d'Ingénieur,Ile-de-France,Privé,Ile-de-France
429,ESCOM Chimie Compiègne,Ecole d'Ingénieur,Province,Privé,Hauts-de-France
430,ESIEA Paris,Ecole d'Ingénieur,Ile-de-France,Privé,Ile-de-France
431,IFSI CH René Dubos Pontoise,IFSI,Ile-de-France,Public,Ile-de-France
432,IFSI St Jacques,IFSI,Province,Public,Provence Alpes Côte d'Azur
433,IFSI Hop Ste Marguerite,IFSI,Province,Public,Provence Alpes Côte d'Azur
434,Institut de Formation en Soins Infirmiers - LAON,IFSI,Province,Public,Hauts-de-France
435,IFSI CHU Caen,IFSI,Province,Public,Normandie
436,IFSI HCL-Secteur Est,IFSI,Province,Public,Auvergne-Rhône-Alpes
437,IFSI CH Béziers,IFSI,Province,Public,Occitanie
438,IFSI Remiremont,IFSI,Province,Public,Grand Est
439,IFSI Charleville-Mezières,IFSI,Province,Public,Grand Est
440,Aix-Marseille Université - Site de Marseille Luminy,Licence,Province,Public,Provence Alpes Côte d'Azur
441,Université d'Orléans,Licence,Province,Public,Centre-Val de Loire
442,Lycée Bernard Palissy,BTS,Province,Public,Nouvelle-Aquitaine
443,Institut Régional et Européen des métiers de l'Intervention Sociale Rhône-Alpes,EFTS,Province,Privé,Auvergne-Rhône-Alpes
444,FORM-ACTION - Ecole de Travail Social,EFTS,Outre-mer / Etranger,Privé,Guadeloupe
445,Lycée professionnel Donation De Rothschild,Autre formation,Province,Public,Hauts-de-France
446,Campus de l'excellence sportive de Bretagne,Autre formation,Province,Public,Bretagne
447,Université de Nantes,Licence,Province,Public,Pays de la Loire
448,Université de Poitiers,Licence,Province,Public,Nouvelle-Aquitaine
449,ECOLE TECHNIQUE PRIVEE PASTEUR,BTS,Province,Privé,Grand Est
450,Aix Marseille Université - Site d'Aix-en-Provence,Licence,Province,Public,Provence Alpes Côte d'Azur
451,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
452,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Licence,Ile-de-France,Public,Ile-de-France
453,Lycée professionnel Ligier Richier,Autre formation,Province,Public,Grand Est
454,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
455,EGC Normandie,Ecole de Commerce,Province,Privé,Normandie
456,Lycée Cantau,Autre formation,Province,Public,Nouvelle-Aquitaine
457,Ecole de Design Nantes Atlantique,Autre formation,Province,Privé,Pays de la Loire
458,Lycée Léonard De Vinci,Autre formation,Province,Public,Provence Alpes Côte d'Azur
459,Lycée des métiers de l'Hôtellerie et du Tourisme Archipel Guadeloupe,Autre formation,Outre-mer / Etranger,Public,Guadeloupe
460,Ecole Supérieure d'Ingénieur des Travaux de la Construction,Ecole d'Ingénieur,Province,Privé,Grand Est
461,ICAM Lille,Ecole d'Ingénieur,Province,Privé,Hauts-de-France
462,Lycée professionnel Champlain,Autre formation,Ile-de-France,Public,Ile-de-France
463,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
464,Lycée professionnel Magenta,Autre formation,Province,Public,Auvergne-Rhône-Alpes
465,Lycée agricole Kernilien,BTS,Province,Public,Bretagne
466,IRTS PACA CORSE,EFTS,Province,Privé,Provence Alpes Côte d'Azur
467,IRTESS,EFTS,Province,Privé,Bourgogne-Franche-Comté
468,Institut Régional du Travail Social de Montpellier,EFTS,Province,Privé,Occitanie
469,ITS,EFTS,Province,Privé,Centre-Val de Loire
470,INST FORM ET RECH. TRAV.SOCIAL I.R.T.S DE LA REUNION,EFTS,Outre-mer / Etranger,Privé,La Réunion
471,IRTS POITOU CHARENTE,EFTS,Province,Privé,Nouvelle-Aquitaine
472,Ecole Universitaire de premier cycle - Campus d'Orsay Université de Paris-Saclay (Orsay),Licence,Ile-de-France,Public,Ile-de-France
473,Institut Saint Vincent De Paul,Autre formation,Province,Privé,Hauts-de-France
474,Institut Saint Vincent De Paul,Autre formation,Province,Privé,Hauts-de-France
476,Lycée Camille Claudel,Autre formation,Ile-de-France,Public,Ile-de-France
477,Ecole Santé Social Sud-Est,EFTS,Province,Privé,Auvergne-Rhône-Alpes
478,APRADIS - Site Amiens,EFTS,Province,Privé,Hauts-de-France
479,APRADIS - Site Beauvais,EFTS,Province,Privé,Hauts-de-France
480,IFSI CH Jean Rougier Cahors,IFSI,Province,Public,Occitanie
481,Institut Régional et Européen des métiers de l'Intervention Sociale Rhône-Alpes,EFTS,Province,Privé,Auvergne-Rhône-Alpes
482,Institut Régional et Européen des métiers de l'Intervention Sociale Rhône-Alpes,EFTS,Province,Privé,Auvergne-Rhône-Alpes
483,IFSI du centre hospitalier Princesse Grace,IFSI,Outre-mer / Etranger,Public,Etranger
484,Lycée De La Salle,BTS,Province,Privé,Grand Est
485,ILEPS,Licence,Ile-de-France,Privé,Ile-de-France
486,CNAM INTEC,Autre formation,Ile-de-France,Public,Ile-de-France
487,IUT de Créteil Vitry (Site de Vitry) - UPEC,DUT,Ile-de-France,Public,Ile-de-France
489,ESDES LYON BUSINESS SCHOOL,Ecole de Commerce,Province,Privé,Auvergne-Rhône-Alpes
490,CESI Ecole d'ingénieurs - Dijon,Ecole d'Ingénieur,Province,Privé,Bourgogne-Franche-Comté
491,Institut de Formation en Ergothérapie ADERE,Autre formation,Ile-de-France,Privé,Ile-de-France
492,FERRANDI Paris - L'école Française de Gastronomie,Autre formation,Ile-de-France,Privé,Ile-de-France
493,Institut Paul Bocuse,Autre formation,Province,Privé,Auvergne-Rhône-Alpes
494,Université d'Evry Val d'Essonne,Licence,Ile-de-France,Public,Ile-de-France
495,Institut Paul Bocuse,Autre formation,Province,Privé,Auvergne-Rhône-Alpes
496,Institut de formation en Ergothérapie du Centre Hospitalier Intercommunal de Meulan-Les Mureaux,Autre formation,Ile-de-France,Public,Ile-de-France
497,Université de Brest - Site de Quimper,Licence,Province,Public,Bretagne
498,Université Clermont Auvergne,PASS,Province,Public,Auvergne-Rhône-Alpes
499,Institut Supérieur de Rééducation Psychomotrice Vichy,Autre formation,Province,Privé,Auvergne-Rhône-Alpes
500,Université de Bordeaux - Bordeaux Métropole,Licence_Las,Province,Public,Nouvelle-Aquitaine
501,Université de Paris,Licence_Las,Ile-de-France,Public,Ile-de-France
503,Université de Limoges,PASS,Province,Public,Nouvelle-Aquitaine
505,Université de Reims Champagne-Ardenne,Licence_Las,Province,Public,Grand Est
506,Université de Franche-Comté - Site de Besançon,PASS,Province,Public,Bourgogne-Franche-Comté
507,Université de Bourgogne - site de Dijon,Licence_Las,Province,Public,Bourgogne-Franche-Comté
508,Université Angers-Campus de Cholet,Licence,Province,Public,Pays de la Loire
509,Université de Tours,PASS,Province,Public,Centre-Val de Loire
510,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Licence,Ile-de-France,Public,Ile-de-France
511,Lycée professionnel Marcel Pagnol,BTS,Province,Public,Nouvelle-Aquitaine
512,Université Jean Moulin Lyon 3,Licence_Las,Province,Public,Auvergne-Rhône-Alpes
513,Université de Paris,Licence,Ile-de-France,Public,Ile-de-France
514,Université Paris 13 - Antenne de Bobigny,PASS,Ile-de-France,Public,Ile-de-France
515,Université de Pau et des Pays de l'Adour,Autre formation,Province,Public,Nouvelle-Aquitaine
516,ARIFTS PAYS DE LA LOIRE - ANGERS,EFTS,Province,Privé,Pays de la Loire
517,Lycée des métiers Le Nivolet,Autre formation,Province,Public,Auvergne-Rhône-Alpes
518,Université de Lille,PASS,Province,Public,Hauts-de-France
519,IFSI Hôpital Stell,IFSI,Ile-de-France,Public,Ile-de-France
520,"Université Paris-Saclay, Campus d'Orsay",Licence,Ile-de-France,Public,Ile-de-France
522,Université de Rennes 1,PASS,Province,Public,Bretagne
523,INALCO,Licence_Las,Ile-de-France,Public,Ile-de-France
524,Université de Lille,PASS,Province,Public,Hauts-de-France
525,ES Vichy,BTS,Province,Privé,Auvergne-Rhône-Alpes
526,Sup'Biotech Lyon,Ecole d'Ingénieur,Province,Privé,Auvergne-Rhône-Alpes
531,HEI Lille,Ecole d'Ingénieur,Province,Privé,Hauts-de-France
532,IFSI CHU NANTES,IFSI,Province,Public,Pays de la Loire
533,Université de Poitiers,Licence,Province,Public,Nouvelle-Aquitaine
534,Université Savoie Mont Blanc - Chambéry,Licence,Province,Public,Auvergne-Rhône-Alpes
535,Institut Régional et Européen des métiers de l'Intervention Sociale Rhône-Alpes,EFTS,Province,Privé,Auvergne-Rhône-Alpes
536,AgroSup Dijon Direction Enseignement à Distance (CNPR),BTS,Province,Public,Auvergne-Rhône-Alpes
537,Université Savoie Mont Blanc - Annecy-le-Vieux,Licence,Province,Public,Auvergne-Rhône-Alpes
538,I.M.F. Avignon,EFTS,Province,Privé,Provence Alpes Côte d'Azur
539,ICD International Business School - Campus de Toulouse,Ecole de Commerce,Province,Privé,Occitanie
540,Aix Marseille Université - Site d'Aix-en-Provence,Licence,Province,Public,Provence Alpes Côte d'Azur
541,Aix Marseille Université - Site d'Aix-en-Provence,Licence,Province,Public,Provence Alpes Côte d'Azur
542,ISTEC - Ecole Supérieure de Commerce et de Marketing,Ecole de Commerce,Ile-de-France,Privé,Ile-de-France
543,Lycée Francois Magendie,Autre formation,Province,Public,Nouvelle-Aquitaine
544,Institut Saint-Pie X,Licence,Ile-de-France,Privé,Ile-de-France
545,Lycée Pierre-Paul Riquet,BTS,Province,Public,Occitanie
546,Lycée Francois Mauriac,BTS,Province,Public,Nouvelle-Aquitaine
547,Ecole Nationale Supérieure Architecture Paysage de Bordeaux,Autre formation,Province,Public,Nouvelle-Aquitaine
548,I.U.T. de Bordeaux - Site Bordeaux-Bastide,DUT,Province,Public,Nouvelle-Aquitaine
549,Lycée Jean Jaurès,BTS,Province,Public,Occitanie
550,Université de Rennes 1,Licence,Province,Public,Bretagne
551,Université de Rennes 2,Licence,Province,Public,Bretagne
552,Lycée Grandmont,BTS,Province,Public,Centre-Val de Loire
553,Université de Tours,Licence,Province,Public,Centre-Val de Loire
554,Lycée ISER-BORDIER,BTS,Province,Privé,Auvergne-Rhône-Alpes
555,Lycée des Métiers - Lesdiguieres,BTS,Province,Public,Auvergne-Rhône-Alpes
556,Lycée Marie Curie,BTS,Province,Public,Auvergne-Rhône-Alpes
557,Lycée Pasteur Mont Roland,BTS,Province,Privé,Bourgogne-Franche-Comté
558,Lycée Gaston Crampe,BTS,Province,Public,Nouvelle-Aquitaine
559,Lycée Honore D'Urfe,Autre formation,Province,Public,Auvergne-Rhône-Alpes
560,"Universite Jean Monnet, Saint-Etienne",Licence,Province,Public,Auvergne-Rhône-Alpes
561,Ecole Nationale Supérieure d'Architecture de Saint-Etienne,Autre formation,Province,Public,Auvergne-Rhône-Alpes
562,MFREO de Saint Etienne,BTS,Province,Privé,Auvergne-Rhône-Alpes
563,Lycée Charles et Adrien Dupuy,BTS,Province,Public,Auvergne-Rhône-Alpes
564,Université de Nantes,Licence,Province,Public,Pays de la Loire
565,Lycée agricole de DERVAL,BTS,Province,Privé,Pays de la Loire
566,Lycée Voltaire,BTS,Province,Public,Centre-Val de Loire
567,LPO SAINT AUBIN LA SALLE,BTS,Province,Privé,Pays de la Loire
568,Université Angers,Licence,Province,Public,Pays de la Loire
569,IUT GRAND OUEST NORMANDIE - Pôle de Cherbourg - Site de Cherbourg-en-Cotentin,DUT,Province,Public,Normandie
570,Université de Reims Champagne-Ardenne,Licence,Province,Public,Grand Est
571,Lycée ESTIC,BTS,Province,Privé,Grand Est
572,Lycée Henri Loritz,BTS,Province,Public,Grand Est
573,Université de Lorraine - Site de Nancy,Licence,Province,Public,Grand Est
574,Lycée Henri Nominé,BTS,Province,Public,Grand Est
575,I.U.T de Metz - Université de Lorraine,DUT,Province,Public,Grand Est
576,Lycée De La Communication,BTS,Province,Public,Grand Est
577,IUT de Moselle Est - Site de Sarreguemines - Université de Lorraine,DUT,Province,Public,Grand Est
578,Lycée Jean Rostand,BTS,Province,Public,Hauts-de-France
579,Lycée Du Hainaut,BTS,Province,Public,Hauts-de-France
580,Lycée Saint Rémi,BTS,Province,Privé,Hauts-de-France
581,I.U.T. de Valenciennes,DUT,Province,Public,Hauts-de-France
582,Lycée Saint Luc Cambrai,BTS,Province,Privé,Hauts-de-France
583,Université de Lille,Licence,Province,Public,Hauts-de-France
584,Lycée de L'Escaut,BTS,Province,Public,Hauts-de-France
585,Institut Charles Quentin,BTS,Province,Privé,Hauts-de-France
586,GAMBETTA CARNOT,BTS,Province,Public,Hauts-de-France
587,Lycée Saint Joseph,BTS,Province,Privé,Hauts-de-France
588,I.U.T LITTORAL (CALAIS),DUT,Province,Public,Hauts-de-France
589,Université d'Artois - Site d'Arras,Licence,Province,Public,Hauts-de-France
590,Université Clermont Auvergne,Licence,Province,Public,Auvergne-Rhône-Alpes
591,Université Clermont Auvergne,Licence,Province,Public,Auvergne-Rhône-Alpes
592,Lycée des métiers de la chimie Albert Camus,BTS,Province,Public,Nouvelle-Aquitaine
593,Lycée Louis Barthou,CPGE,Province,Public,Nouvelle-Aquitaine
594,Lycée agricole de Pau-Montardon,BTS,Province,Public,Nouvelle-Aquitaine
595,Institut Agricole Secondaire Jean Errecart,BTS,Province,Privé,Nouvelle-Aquitaine
596,LYCEE POLYVALENT CHRISTIAN BOURQUIN,Autre formation,Province,Public,Occitanie
597,Lycée Emile Mathis,BTS,Province,Public,Grand Est
598,ICOF,BTS,Province,Privé,Auvergne-Rhône-Alpes
599,Université Claude Bernard Lyon 1,Autre formation,Province,Public,Auvergne-Rhône-Alpes
600,Université Claude Bernard Lyon 1,Licence,Province,Public,Auvergne-Rhône-Alpes
601,Université Jean Moulin Lyon 3,Licence,Province,Public,Auvergne-Rhône-Alpes
602,Lycée Camille Claudel,BTS,Province,Public,Bourgogne-Franche-Comté
603,I.U.T. Le Mans,DUT,Province,Public,Pays de la Loire
604,Lycée Polyvalent Saint-Charles Sainte-Croix,CPGE,Province,Privé,Pays de la Loire
605,Université du Mans,Licence,Province,Public,Pays de la Loire
606,Université du Mans,Licence,Province,Public,Pays de la Loire
607,Lycée Claude Bernard,CPGE,Ile-de-France,Public,Ile-de-France
608,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
609,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
610,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
611,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
612,Ecole Nationale Supérieure d'Architecture de Paris-La Villette,Autre formation,Ile-de-France,Public,Ile-de-France
613,Lycée Le Rebours,BTS,Ile-de-France,Privé,Ile-de-France
614,I.U.T de Paris Descartes,DUT,Ile-de-France,Public,Ile-de-France
615,Lycée Martin-Nadaud,BTS,Ile-de-France,Public,Ile-de-France
616,Lycée Anguier,BTS,Province,Public,Normandie
617,Lycée Jules Siegfried,BTS,Province,Public,Normandie
618,Lycée Schuman Perret,BTS,Province,Public,Normandie
619,Lycée Jeanne D'Arc,BTS,Province,Privé,Normandie
620,IFSI de l'Inst Hosp Franco-Britannique,IFSI,Ile-de-France,Privé,Ile-de-France
621,Université de Poitiers,Licence,Province,Public,Nouvelle-Aquitaine
